key,value
(I swear I'm not making that name up - check the DA wiki),1
some randos,1
a Mabari war hound named Cutie,1
Raven Trevelyan,1
Your Trainer (Dragon Age),1
Dandy the mabari,1
Male Spirit Mage Hawke,1
Brienne of Tarth,1
Human Female Inquisitor,1
Elf Female Warden,1
Neva Hawke,1
Seraphina Amell,1
Canach (Guild Wars),1
Male Sylvari PC (Guild Wars),1
Delirium of the Endless,1
Robert Joseph MacCready,1
Fleur Babineaux,1
OC - Finley,1
and her parents,1
witch!inquisitor,1
Old God(s) (Dragon Age),1
Owen Harper,1
Toshiko Sato,1
minor Carver,1
minor Isabella,1
Sibling Inquisitor,1
Soleanna Hawke,1
Inquisitor Siobhani Antonia Trevelyan,1
Arden Trevelyan,1
Varius Trevelyan,1
Ruben Trevelyan,1
Queen Amell,1
Chandra Adaar,1
Azad Adaar,1
Inquisitor Lavelllan,1
White Wolf - Character,1
Za'lain,1
Stephan Trevelyan,1
montilyet family,1
Redcliffe Villagers,1
Scott Summers,1
Jean Grey,1
Mutants - Character,1
rats - Character,1
Zevran's Mother,1
Other Warden Origins,1
Vivenne de Fer,1
Aurora (Sleeping Beauty),1
Maleficent (Sleeping Beauty),1
Ventus (Kingdom Hearts),1
Vanitas (Kingdom Hearts),1
Namine,1
Eraqus,1
Justine (Justice as Character),1
Marian Hawke (briefly),1
top!Cullen - Character,1
Anaya Lavellan,1
Princess Rida,1
Erune Fae (Elin),1
Eruno Fae (Elin),1
Eirai Fae (Elin),1
Zyllian Fae (Elin),1
Quen,1
Quen Lavellan,1
Ava Lavellan,1
the normandy - Character,1
Mention of others - Character,1
Fisher (Dragon Age),1
Yael Mountell (OC),1
Minaresca Trevelyan (OC),1
Joriah Everard (OC),1
Eraeth (OC),1
Captain 'Blackheart' Ercan (OC),1
Leavin Hawke (OC),1
Meraad Adaar (OC),1
Aduri Tabris (OC),1
Custom Trevelyan - Character,1
Edraid Trevelyan,1
Meri Amell,1
Mother Giselle I guess,1
Dabbon Hait,1
Band of Three,1
the rest of the Kirkwall gang in minor roles,1
Background Maevaris Tilani,1
Higgins,1
Glennon,1
Aillis,1
Cato Fen'Rhea,1
Gaius Tertius Danarius,1
Aunnriel Fen'Rhea,1
Euphia Fen'Rhea,1
Gaius Albus Danarius,1
Eve Cousland,1
The Well Read Pig Farmer,1
Gethel Lavellan (OC),1
Amalia Lavellan (OC),1
Nolanne Lavellan (OC),1
all of the inner circle appear at one point or another,1
katrina trevelyan,1
Avvar!Hawke - Character,1
Avvar!Aveline,1
baby Fiona Elenor Theirin,1
baby Duncan Bryce Theirin,1
semi-OC - Character,1
Lyn Cousland,1
random snobby Orlesians,1
Gendry Waters,1
Bran Stark,1
Theon Greyjoy,1
Oc dogs,1
mentions of other companions and advisors,1
Kristoff | Justice,1
Aravӕ Lavellan,1
OC Male Lavellan,1
OC Female Trevelyan,1
old god - Character,1
Leto(Fenris),1
Original Elven Female,1
Mischief the Talking Raven,1
Hemaas Adaar,1
Meheron Lavellan,1
Draegen Lavellan,1
More,1
Sata-kas,1
Dog(s) - Character,1
Fenris is mentioned,1
Hightown Nobles,1
Grantaire (Les Misérables),1
Éponine Thénardier,1
Jeanne Prouvaire,1
Les Amis de l'ABC,1
Joly (Les Misérables),1
Marius Pontmercy,1
Cosette Fauchelevent,1
Javert (Les Misérables),1
and basically everyone else,1
mentions of mabari,1
Crestwood children,1
red/purple Hawke,1
Bill Weasley,1
Tom Riddle Jr,1
Voldemort,1
Sylvas Mahariel (OC),1
Rendlin Aeudcan (OC),1
Namera Cousland (OC),1
Sarabeth Tabris (OC),1
Anastasia Trevelyan,1
like every dragon age character idk,1
Nadia Pentaghast,1
Stiches - Character,1
Mention of Elthina,1
Princess Floof,1
Fem!Inqusitor,1
Fem! Trevelyan,1
the hooded hunk,1
the mighty stud,1
Red Harvest,1
Brief mention of Cassandra,1
Firiel Lavellan,1
custom male inquistor,1
Fen'Harel (mentioned),1
Jean Kirstein,1
Annie Leonhart,1
Goldanna is mentioned,1
Brosca is mentioned,1
Trey Lavellan,1
Grimm (dragon age),1
Really just the whole Inquisition,1
Solas and his own left hand,1
Markus,1
Elaith Lavellan (OC),1
Kaarin Adaar,1
Theodosia Cousland,1
All the Inquisition Folks,1
Aislin Lavellan,1
Rona of Lavellan,1
Carmilla Trevelyan,1
Ostwick Tower Mages,1
Ostwick Templars,1
Ser Ruth,1
Brief mention of Solas - Character,1
Isera Rutherford,1
Terys Rutherford,1
Serena Rutherford,1
Faron Rutherford,1
Silas Theirin,1
Ayre Surana,1
Aislinn Rutherford,1
a lot of characters okay?,1
mentioned! Sebastian Vael,1
mentioned! Danarius,1
mentioned! Leandra Hawke,1
mentioned! Carver Hawke,1
casandra,1
Susan Ivanova,1
Michael Garibaldi,1
Talia Winters,1
John Sheridan,1
Everyone else I missed,1
i inni,1
Damion Amell,1
Fausten Amell,1
Bethann Walker,1
Sethinan Lavellan,1
Inquisitor's Family,1
Ewen Lavellan,1
Paladin Danse,1
Imalia Monette (oc),1
Imalia Monette - Character,1
Leiliana Nightingale (Dragon Age),1
Macroix,1
Breme Cousland,1
Mellimim,1
Arillin,1
Terevin,1
Lem Lem,1
Norahil,1
Elven Sentinel(s),1
Julien trevelyan,1
Aphel Lavellan,1
andre trevelyan,1
Feit Lavellan,1
Cypress Lavellan,1
CompanionAU Inquisitor,1
Deacon (Fallout),1
Codsworth (Fallout),1
Barker,1
Elavi Lavellan,1
misc - Character,1
Adora Adaar (OC),1
everyone in the inquisition but i'm only tagging the major ones,1
I'll add the others if/when they show up,1
Giselle Hawke,1
Shelby Corcoran,1
Rachel Berry,1
Kitty Wilde,1
Jake Puckerman,1
Hiram Berry,1
Leroy Berry,1
Noah Puckerman,1
Sam Evans,1
Lathbora (OC),1
Taelin (OFC),1
Quéran Storn,1
Dorothea/Justinia V,1
Samuel Hawke,1
Fergus Cousland (mentioned),1
A whole load of screaming villagers,1
One very confused guard,1
Anuria Lavellan,1
Idrillas Lavellan,1
Random nobles,1
Male Mage Champion of Kirkwall,1
Tirzah Lavellan,1
Illyria,1
will add others,1
Anuira Lavellan,1
Jerk Ass Nobles,1
Trans Female Character - Character,1
Everyone in Dragon Age Inquisition Really,1
Sa’Dirthara Lavellan,1
OC mage,1
OC Compassion,1
Corypheus (mentioned),1
Stroud (mentioned),1
Pippera Erin,1
Turian Councilor,1
The Red Iron (Dragon Age),1
Lokil Lavellan,1
Galaren DuMarc,1
Kenrick Lolani (OC),1
Bodhi Rook,1
Saibra Trevelyan,1
Skywatcher,1
Bailey Carrian (OC),1
Rendlin Aeducan (OC),1
Sybil Reisz,1
Shuichi shimada,1
Nelka Brosca,1
Halla Lavellan,1
Ena Lavellan,1
Lett Lethanavir,1
Idrilla Aedanthir,1
Red Templar Behemoth,1
Yennelyn Trevelyan,1
Knight Commander Rylen,1
and so on and so forth seriously,1
Female Amell mentioned,1
Canon Trans Character(s),1
Mention of Marian Hawke,1
Mention of Velanna,1
Non-Trevelyan Human Inquisitor - Character,1
Random Recruit,1
A Secret Character,1
Male Rogue Tabris,1
Tranquil Trevelyan - Character,1
Violeta Cadash,1
Ariana Lavellan,1
Penelo,1
Vaan (Ivalice Alliance),1
Rosie Lavellen,1
Evelynn Lavellen,1
Celeste Amell,1
Valerie Adaar,1
Thalia,1
fuck solas - Character,1
fuck that dude - Character,1
Empress Celine,1
Alex Parvis,1
William Strife,1
Rythian,1
Revas the Wolf,1
Alas'nehn,1
other inquisition members,1
scout Ritts (Dragon Age),1
OC - Rokara,1
other characters are mentioned briefly but Sigrun is really the focus,1
Male OC (not Inquisitor),1
Nonlavellan Elf inquisitor,1
Past mentions of Solas/Inquisitor,1
Things get steamy but no smut,1
Baby Rutherford's,1
Riley Lavellan,1
Evie Frye,1
Ethan Frye,1
George Westhouse,1
Inquisitor!Hawke - Character,1
Herald!Trevelyan,1
Nameless Bitter Maiden Aunt,1
Allison Reynolds,1
Renee Walker,1
and maybe a lot of other idk,1
Nonbinary Surana - Character,1
some random people I made up for plot reasons,1
Alya Césaire,1
Adrien Agreste,1
Marinette Dupain-Cheng,1
Nino Lahiffe,1
Ladybug (Miraculous Ladybug),1
Cursed hawke,1
Most of the Inner Circle at some point or other.,1
Natalia Trevelyan,1
Fianna Lavellan,1
Hael Lavellan,1
Ruari Lavellan,1
Celebrian Lavellan,1
Atisha Mahariel,1
Piers Nivans,1
Chris Redfield (mention),1
Piers Trevelyan,1
Mariana Trevelyan (OFC),1
Esmeralda Trevelyan,1
Gipsies,1
Gipsy Inquisitor,1
Gipsy origins,1
minor mention of Varric,1
Asheron Trevelyan,1
Inquisitor FCadash,1
Ray Lavellan,1
Dryden Family,1
Will add more should I write more chapters,1
some characters appear in chapters im currently working on lol,1
i mean everyone else is THERE but...,1
Canon Characters,1
other characters mention only,1
Yoda (Star Wars),1
Original Pentaghast Character(s),1
Min Yoongi | Suga,1
Park Jimin (BTS),1
Jeon Jungkook,1
Kim Taehyung | V,1
Jung Hoseok | J-Hope,1
Kim Seokjin | Jin,1
Kim Namjoon | Rap Monster,1
Reilyn Surana,1
more characters to be mentioned in future,1
Cassia Hawke,1
Mal Trevelyan,1
Original Elven Character,1
Caladrius (Dragon Age),1
Omnipotence - Character,1
Terisin Hawke,1
rest of cast,1
Original character (child),1
Female Warrior Tabris,1
Silverwynd (OC - Spirit of Guidance),1
Tabletop RPG Player Character,1
Kai Trevelyan (cameo),1
and a few others but they're spoilery,1
Tavish (Dragon Age),1
Elva (Dragon Age),1
Mage Tabris,1
Lucille Iovis (Original Character),1
Lyssa Lavellan,1
Denoreth Surana,1
Original Elf Character,1
Ilaan Lavellan,1
could be either trevelyan or lavellan,1
basically everyone eventually,1
Fen Harel,1
Sera/Red Jenny - Character,1
Some horses,1
A nug,1
Justice(Jack),1
Dragon Age 2 Characters,1
"OC- Euphemia ""Rowan"" Drusus",1
OC - Keeper Everyn,1
OC - Magister Drusus,1
OC - Aemilia Drusus,1
OC - Sosigenes Drusus,1
OC - Gavriil Drusus,1
OC - Umut Sadik,1
OC - Tugba Sadik,1
OC - Rudolf Pentaghast,1
OC - First Zeyn,1
OC - Despoins Metaxas,1
OC - Hastam,1
OC - Bion Spiros,1
OC - Despoina Metaxas,1
OC - Thief,1
OC - Efstathios Simonides,1
OC- Vinicius Metaxas,1
OC - Nerva Michelakakis,1
OC - Germanus Michelakakis,1
OC - Flaviana Ionnides,1
OC - Aquilina Ionnides,1
OC - Melopomene Antoniou,1
OC - Aeson Megalos,1
Sethius Amladaris,1
The Conductor,1
The Watchman,1
The Forgewright,1
The Madman,1
The Magisters Sidereal,1
Persephone Amladaris,1
Catianus Amladaris,1
waynne,1
Fen The Elven Wolf,1
Mae Trevelyan,1
Ella Lavellan,1
Nassella Lavellan,1
A bunch of mabari,1
Deshonna Lavellan,1
Aniva Ivnèr (OC),1
Luna (OC),1
Logan (the roomie),1
Cullen(au),1
Cassandra(au),1
Varric(au),1
Cole(au),1
The Iron Bull(au),1
Sera(au),1
Blackwall(au),1
erune fae,1
eruno fae,1
zyllian fae,1
eirai fae,1
Andresca Trevelyan,1
+more,1
tamlen sentinel/Arainai,1
Aminthia Lavellan,1
Deviour Hawke,1
Blondie,1
Shepard-Vakarian kid,1
Samantha Nishimura,1
... basically everyone ok,1
like can u think of someone who appears even slightly in haikyuu? THEY'RE PROBABLY IN THIS FIC,1
Aone Takanobu,1
Ushijima Wakatoshi,1
Player Character (Dragon Age Tabletop RPG),1
Thanephine Lavellan,1
Elaine's Brothers,1
a few other characters from Dragon Age,1
Many Original Characters,1
Master of the Hunt,1
Legion of the Dead (Characters),1
Cassandra Pentaghast (cameo),1
Leliana (cameo),1
Bigender Hawke - Character,1
Knight-Captain Jerkface,1
And probably more,1
Hitsugaya Toushirou,1
Cassandra Penta,1
Varric Tetha,1
Merrill Alerion - Character,1
All Characters,1
Reinhardt Wilhelm,1
Gender Neutral Inquisitor - Character,1
more characters to be added if I write more,1
The Nerevarine,1
Gundri Adaar,1
Carina Lavellan,1
Love Spirit (Also Hawke),1
(aka Vengeance),1
Varric Tethras (cameo),1
the whole crew basically,1
Female Warrior Inquisitor (Dragon Age),1
Rogue Kenzi,1
Mage & Rogue Kenzi,1
eventually the whole inquisition gang,1
Hale (Lost Girl),1
Lauren Lewis,1
Female Warrior Trevelyan | Inquisitor,1
Lydia Branwell,1
Jace Wayland,1
most characters make appearances,1
Pin Hawke,1
Callus Hawke,1
naro (mariamagica),1
nasus (tinyqueen),1
Wynn (Dragon Age),1
Eve Trevelyan,1
Lele Tethras,1
Dio Alexius,1
I'll add more as they appear,1
mentions of DAII companions,1
Amaya Lavellan,1
Touren Lavellan,1
Mabari-Character,1
only tagging canon charas :P,1
Jayne Trevelyan,1
Yen Trevelyan,1
Bellamy Lavellan,1
Herbalist,1
Hawke's friends,1
Cricket Lavellan,1
mention of main cast,1
Michaela Cousland,1
Brianna Cousland,1
Baby Tethraghast,1
Female Lavellan OC,1
Nelly Lavellan,1
Sten of the Beresaad,1
Ora'ana Lavellan (OC),1
(You can imagine any female Person you like here),1
But here have some ideas:,1
Ann Trevelyan,1
Nahine,1
Kosa Adaar,1
Mister Wiggums,1
Dwarfs - Character,1
rouges - Character,1
Warriors - Character,1
Maellana Lavellan,1
Arava Lavellan,1
mentions of Merrill from time to time,1
also the clan,1
Lots of characters I don't want to name show up,1
or are at least mentioned,1
Aeres Surana,1
Andvar Tethras,1
Li'anna Lavellan,1
Mya'Fen Lavellan,1
"Jean ""Jehan"" Prouvaire",1
Rima Lavellan (OC),1
children of skyhold,1
Smolquisitor,1
Isabeau Lavellan,1
Ha'las Lavellan,1
Mahariel Sabrae,1
Solena Lavellan,1
Andraste (kind of),1
and so on,1
Xeal Mithendar | Pyper Raesca | Xeina Lavellan,1
Kevin Raesca,1
Ferinda Raesca,1
Enron Raesca,1
Simon Bear,1
Sanide,1
Nazaarad,1
Jarvass,1
Marojan,1
Dinah,1
"Edric ""E"" Golac",1
Doreian,1
Daniel Valentin,1
Taylor Hellbur,1
Lemlassan Valytriel,1
Palanna Valytriel,1
Oranamaya Valytriel,1
Thorold,1
Adelaide Rutherford,1
Bernard Rutherford,1
Inner circle mentions,1
Lambert (The Witcher),1
Purple/Sarcastic Hawke,1
Elia Hawke,1
O - Character,1
mentions of Wynne,1
mentions of Jowan,1
mentions of male Amell,1
Female Elf Hawke,1
Guard Captain Ewald,1
Mahariel's Mother,1
Dorian Pavus (Cameo),1
Iron Bull (Cameo),1
Lavernius Tucker,1
Agent Washington (Red vs. Blue),1
"Frank ""Doc"" DuFresne",1
Michael J. Caboose,1
Leonard L. Church | AI Program Alpha,1
Sarge (Red vs. Blue),1
Dick Simmons,1
branson's son,1
Inquisitor Kuro Lavellan,1
more to follow,1
Fenris (cameo),1
Anders (cameo),1
Elora Lavellan - Character,1
Mavis Lavellan,1
Basically Everyone in Game,1
The Whole Squad™,1
OC Tevinter Magister,1
Lord Nibbles the cat,1
A mabari,1
minor mentions of others,1
Sera's Bees,1
Kaedreyn Lavellan,1
Adriel Lavellan,1
Leliana (Dragon Age) (Mentioned),1
Zevran Araina,1
Grisia Tabris,1
everyone else is either chapter-specific or merely mentioned,1
Horse - Character,1
Warden Mahariel (Dragon Age) - Character,1
Duncan (Dragon Age) - Cameo,1
Scout Marye,1
Scout Pelwinn,1
Lady De'Muis,1
sundry extras,1
Jannasilane Alenahaella,1
Blake Cousland (M),1
Novka (Female Inquisitor Dwarf),1
Novka (Femme inquisitrice naine),1
Novka Cadash,1
Femalle Lavellan,1
Saoirse Lavellan,1
Bhatair Adaar,1
Rhana Trevelyan,1
Ellaria Cousland,1
Kane Trevelyan,1
Jadon Trevelyan,1
Imelda Trevelyan,1
Charater mentions,1
Amaryllis Trevelyan,1
Aenea Lavellan (OC),1
Spider,1
Fitzwilliam Trevelyan - Character,1
Vanessah Pavus,1
Feladara - Character,1
Original Pavus Character(s),1
Samarra,1
Purple Hawke Twins,1
Peter Bernardone,1
Freddie Lounds,1
Wendigo (Hannibal),1
Dr. Frederick Chilton,1
Mason Verger,1
Tobias Budge,1
Anthony Dimmond,1
Franklyn Froideveaux,1
Abel Gideon,1
Bella Crawford,1
Garrett Jacob Hobbs,1
Donald Sutcliffe,1
Matthew Brown (Hannibal),1
Roman Fell,1
Francis Dolarhyde,1
Will's Dad,1
Chiyoh (Hannibal),1
Peeves (Harry Potter),1
Original Spirit Characters,1
Ghilain'nain,1
a random unnamed mabari,1
Saarath,1
More to come as story progresses,1
Antivan Witch of the Weyrs,1
Erlea Cadash,1
Gwendolyn Murray (Keep to the Stars),1
Neria Ralaferin (Dragon Age Multiplayer),1
Lyal Ralaferin (Keep to the Stars),1
Trevelyan's Family,1
Cadash's Mother,1
Cassandra Allegra Portia Calogera Filomena Pentaghast,1
Avela Trevelyan,1
Mabaris,1
Cohr Trevelyan,1
and etc cameos from the rest of the npcs,1
Auryn Trevelyan,1
Dragon Age Inquisition Regular Cast,1
oc magisters,1
Simen Cousland Warden,1
Chosen Undead (Dark Souls),1
Cole ( Dragon Age),1
basically all of the main cast in passing,1
the rest of the inner circle,1
Blue Suns - Character,1
Merrin Trevelyan,1
Malcolm Shepard,1
Elim Trevelyan Inquisitor,1
Mr. Fussy Feathers,1
Astrid Cousland,1
Mahanon,1
Cullen Rutherford's Dog,1
Fenris' Father,1
more as they appear,1
King Alistair (Mentioned),1
Regular Cast of Dragon Age Inquisition,1
Male Bosmer,1
Male Orc,1
Woofy Hawke,1
Arlessa Amell,1
court - Character,1
Original Nord Character(s),1
Rikke,1
Nords,1
Altmer,1
Bretons - Character,1
Imperials - Character,1
Khajiit,1
Argonians - Character,1
Dunmer,1
All races,1
Deadra,1
Throws them all in!,1
deadric princes,1
Vampires - Character,1
Orlesian court people,1
Orlesian wives,1
DAI Crew,1
Original Character - briefly mentioned,1
(just one it's just an employee somewhere),1
And then original Mabari,1
Mentions of Alistair and Zevran,1
the whole inner circle okay they are all there,1
Dazai Osamu (Bungou Stray Dogs),1
Nakajima Atsushi (Bungou Stray Dogs),1
Akutagawa Ryuunosuke (Bungou Stray Dogs),1
Tanizaki Naomi,1
Oda Sakunosuke (Bungou Stray Dogs),1
Francis Scott Key Fitzgerald (Bungou Stray Dogs),1
Mori Ougai (Bungou Stray Dogs),1
Lucy Maud Montgomery (Bungou Stray Dogs),1
Mala Noe Lavellan,1
OC-Liberty,1
Mal the Mabari,1
Ethara Lavellan,1
Inner circle (minor),1
Felix Iresso,1
Female Jedi Consular | Barsen'thor,1
Light Side Female Revan,1
Dorian Pavus (off-screen),1
Max,1
mentioned Evelyn,1
Knight-Commander Meridith,1
Original Cat Character - Character,1
original elven male character,1
maybe more later - Character,1
Soren Surana,1
mentioned - Character,1
Lilly (female Warden),1
Herald of Andraste (Dragon Age),1
Chamberlain of the Grey,1
Original Character - Leona Trevelyan,1
Dalish (non canon),1
Pirate (non canon),1
various other characters (mentioned),1
Canon Divergent Warden,1
basil lavellan,1
Drachaen Sul,1
Ceyrabeth Vallorin,1
Ilaria Zavetnya - Character,1
Kirill Trevelyan - Character,1
The Cast,1
and The Krew,1
Nathan Prescott,1
Chloe Price,1
Modern Characters,1
Ralaferin Clan,1
All of the Dalish ever,1
Also gods,1
Dalish Elf twins,1
or: shameless self insert,1
Elodie Trevelyan,1
Inquisitor Lavellan (Dragon Age),1
Lira Lavellan,1
Ari'Valen,1
bastien trevelyan,1
OC NPC,1
Male Imperial Dovahkiin | Dragonborn,1
Isran (Elder Scrolls),1
Other DA Characters as well,1
Aslinn Lavellan,1
Lavellan-implied,1
The Gang,1
Liarora Cousland,1
and all the ones you'd expect to find in Inquisition,1
Lady Seeker Nicolene,1
Tarja Amell,1
Jessa Lavellan,1
Mistress Amell - Character,1
Raven Surana,1
related OCs - Character,1
I will add as I go,1
others too but they're just mentioned,1
cass and sera are mentioned,1
Talan,1
Talan-ash,1
Custom Inquisitor - Character,1
City Elf Inquisitor - Character,1
Non!Lavellan Elf Inquisitor - Character,1
slight!fenhawke,1
Vhenan Mahariel,1
some spoilers - Character,1
pre-trespasser - Character,1
Lenatari Hawke (My Hawke),1
Aldon Surana,1
Aleythea Mahariel,1
Castillon (Dragon Age),1
abelavellan - Character,1
Silly!Hawke - Character,1
lillian (oc),1
Highevers Lamented,1
Warden Isil Amell,1
Ezra Bridger,1
Miki Sayaka,1
Shima Sakon,1
Celty Sturluson,1
Fai D. Fluorite,1
Himemiya Anthy,1
Rakka (Haibane Renmei),1
Liu Kang,1
Lapis Lazuli,1
Achmed (Symphony of Ages),1
Rhapsody (Symphony of Ages),1
Mizuno Ami | Sailor Mercury,1
Tomoe Hotaru,1
Maria Barring | Milva,1
Chibiusa | Sailor Chibi Moon,1
Labrador,1
Mikage (07-Ghost),1
Roseamanelle Ouka Barsburg,1
Teito Klein,1
Tsuruhime,1
Shimazu Yoshihiro,1
also some OCs - Character,1
Tiael Lavellan,1
Kariell Trevelyan,1
Matt Mason,1
"Elaina ""Mell"" Amell",1
